"Author","Title","Year","Journal","Location","Taxonomic_group_class","Taxonomic_order","Taxonomic_group_species","Primates","Mammals_Aves_Other","Measure_of_cognition","Measure_of_sociality","Cognitive_Ability_neuroanatomy_or_both","Cognitive_Ability_detailed","Sociality","Intra_inter_both","Captive_or_wild","Stats","Sample_size","Sample_size_species","Design","r","reverse","Sample_size_group1","Sample_size_group2","mean_grp1","dispersion_grp1","mean_grp2","dispersion_grp2","dispersion_type","ci_T","proportion_grp1","proportion_grp2","F","T","df","dferror","D","v","pearsonr_p","z","Source","Shared_control","Shared_treatment","paperid","studyid","esid","data_source","data_page","source_ref","figure_name","yi","CI","CI_low","CI_high","sd1","sd2","study","weight","sample.size","se","var","ci.lo","ci.hi","fishers.z","ci.lo.z","ci.hi.z","measure","row_id","vi","r_regt","yi_zr","se_zr","vi_zr"
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",22,2,"Inter_individual_level",NA,"no",14,8,67.25978648,11.98395604,48.7544484,7.045903869,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es366","figure","826","2","paper68_study70_es366_2",0.645864319794182,NA,NA,NA,11.98395604,7.045903869,"",17.2022036043445,22,0.241105966749748,0.0581320872023307,0.287291330784911,0.84566350344376,0.768170415230722,0.295611403943503,1.24072942651794,"r",NA,NA,NA,0.768170415230722,0.229415733870562,0.0526315789473684
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",15,2,"Inter_individual_level",NA,"no",7,8,95.28985507,3.83442219,82.97101449,13.32230167,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es367","figure","827","3","paper68_study70_es367_3",0.519178229061292,NA,NA,NA,3.83442219,13.32230167,"",13.6635087778619,15,0.27053214746593,0.073187642812528,0.0449505056744467,0.802447202084222,0.575214083008304,0.0449808173148014,1.10544734870181,"r",NA,NA,NA,0.575214083008304,0.288675134594813,0.0833333333333334
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",21,2,"Inter_individual_level",NA,"no",7,14,95.63636364,2.886274158,72,20.40904029,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es368","figure","827","3","paper68_study70_es368_3",0.54909126300974,NA,NA,NA,2.886274158,20.40904029,"",18.2722813971222,21,0.233939529746997,0.0547277035782459,0.157250615644599,0.791558898768835,0.617079397016989,0.158566344152639,1.07559244988134,"r",NA,NA,NA,0.617079397016989,0.235702260395516,0.0555555555555556
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",22,2,"Inter_individual_level",NA,"no",14,8,72,20.40904029,82.54545455,14.39926536,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es369","figure","827","3","paper68_study70_es369_3",-0.264065272571403,NA,NA,NA,20.40904029,14.39926536,"",22.2052559113479,22,0.212213060461447,0.0450343830304137,-0.595666477785777,0.144439333793285,-0.270473391914489,-0.686403347467946,0.145456563638968,"r",NA,NA,NA,-0.270473391914489,0.229415733870562,0.0526315789473684
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",15,2,"Inter_individual_level",NA,"no",7,8,80.79710145,21.08932204,73.1884058,21.52064117,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es370","figure","827","3","paper68_study70_es370_3",0.175265627553516,NA,NA,NA,21.08932204,21.52064117,"",15.7660210104839,15,0.251848256989827,0.0634275445488137,-0.306356417303823,0.585445126070856,0.177094052667005,-0.316519460602243,0.670707565936253,"r",NA,NA,NA,0.177094052667005,0.288675134594813,0.0833333333333334
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",21,2,"Inter_individual_level",NA,"no",7,14,81.02189781,21.2432587,88.32116788,16.38682067,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es371","figure","827","3","paper68_study70_es371_3",-0.187139265797925,NA,NA,NA,21.2432587,16.38682067,"",21.6257246311047,21,0.215037729413805,0.0462412250714447,-0.544716131404966,0.22801561087115,-0.189370958679607,-0.610837163647934,0.23209524628872,"r",NA,NA,NA,-0.189370958679607,0.235702260395516,0.0555555555555556
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",22,2,"Inter_individual_level",NA,"no",14,8,88.36363636,16.32723223,72.72727273,21.59889804,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es372","figure","827","3","paper68_study70_es372_3",0.379360738137493,NA,NA,NA,16.32723223,21.59889804,"",21.2941946096354,22,0.216705228909697,0.0469611562368041,-0.0254162573435336,0.677266649509798,0.399312711608801,-0.0254217323157131,0.824047155533315,"r",NA,NA,NA,0.399312711608801,0.229415733870562,0.0526315789473684
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",14,2,"Inter_individual_level",NA,"no",7,7,95.83333333,4.593318248,62.5,12.8612911,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper68","study70","es373","figure","828","4","paper68_study70_es373_4",0.865251192526143,NA,NA,NA,4.593318248,12.8612911,"",6.62399377057322,14,0.388543852799863,0.150966325548561,0.502269970048401,0.968985001971132,1.31386932542785,0.552337367525686,2.07540128333001,"r",NA,NA,NA,1.31386932542785,0.301511344577764,0.0909090909090909
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",14,2,"Inter_individual_level",NA,"no",7,7,48.26388889,8.267972847,48.61111111,11.0239638,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper68","study70","es374","figure","828","4","paper68_study70_es374_4",-0.0178145885214516,NA,NA,NA,8.267972847,11.0239638,"",14.9977781304849,14,0.258218014679908,0.0666765431052331,-0.480715565881384,0.452851444908278,-0.0178164734237294,-0.523914482355784,0.488281535508325,"r",NA,NA,NA,-0.0178164734237294,0.301511344577764,0.0909090909090909
"Sakai et al","Big Cat Coalitions: A Comparative Analysis of Regional Brain Volumes in Felidae",2016,"Frontiers in Neuroanatomy","Michigan, USA","Mammalia","Carnivora","Multiple","Other","Mammalia","Anterior Cerebrum relative to brain volume","Sociality","Neuroanatomy","brain region relative","Broadsociality","Inter","Unknown","mean",30,2,"Inter_individual_level",NA,"no",14,16,0.076229508,0.009910155,0.071857923,0.008364001,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",1,3,"paper76","study78","es402","figure","8","6a","paper76_study78_es402_6a",0.23271119060385,NA,NA,NA,0.009910155,0.008364001,"",30.1650750558089,30,0.182073941937151,0.033150920332533,-0.119234468811345,0.532703577597534,0.237053983977576,-0.119804384742477,0.593912352697628,"r",NA,NA,NA,0.237053983977576,0.192450089729875,0.037037037037037
"Sakai et al","Big Cat Coalitions: A Comparative Analysis of Regional Brain Volumes in Felidae",2016,"Frontiers in Neuroanatomy","Michigan, USA","Mammalia","Carnivora","Multiple","Other","Mammalia","Anterior Cerebrum relative to brain volume","Sociality","Neuroanatomy","brain region relative","Broadsociality","Inter","Unknown","mean",27,2,"Inter_individual_level",NA,"no",14,13,0.076229508,0.009910155,0.060382514,0.006533981,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",1,3,"paper76","study78","es403","figure","8","6a","paper76_study78_es403_6a",0.683358486088311,NA,NA,NA,0.009910155,0.006533981,"",19.7754377288342,27,0.224872810239578,0.0505677807850452,0.375358017239204,0.855450545298541,0.835387956350568,0.394645347178685,1.27613056552245,"r",NA,NA,NA,0.835387956350568,0.204124145231932,0.0416666666666667
"Sakai et al","Big Cat Coalitions: A Comparative Analysis of Regional Brain Volumes in Felidae",2016,"Frontiers in Neuroanatomy","Michigan, USA","Mammalia","Carnivora","Multiple","Other","Mammalia","Anterior Cerebrum relative to brain volume","Sociality","Neuroanatomy","brain region relative","Broadsociality","Inter","Unknown","mean",28,2,"Inter_individual_level",NA,"no",14,14,0.076229508,0.010431742,0.043442623,0.005215871,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",1,3,"paper76","study78","es404","figure","8","6a","paper76_study78_es404_6a",0.8933282146986,NA,NA,NA,0.010431742,0.005215871,"",10.4096134756396,28,0.309943617859337,0.0960650462517347,0.680845838453338,0.96711450927711,1.43816741318211,0.830689084939769,2.04564574142446,"r",NA,NA,NA,1.43816741318211,0.2,0.04
"Sakai et al","Big Cat Coalitions: A Comparative Analysis of Regional Brain Volumes in Felidae",2016,"Frontiers in Neuroanatomy","Michigan, USA","Mammalia","Carnivora","Multiple","Other","Mammalia","Posterior Cerebrum relative to brain volume","Sociality","Neuroanatomy","brain region relative","Broadsociality","Inter","Unknown","mean",30,2,"Inter_individual_level",NA,"no",14,16,2.283707865,0.176958687,2.393258427,0.189176794,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",1,3,"paper76","study78","es405","figure","8","6b","paper76_study78_es405_6b",-0.285296776356096,NA,NA,NA,0.176958687,0.189176794,"",29.7272906282398,30,0.183409714776257,0.0336391234743081,-0.573629192688146,0.0659418362100027,-0.293438770162522,-0.65291520553875,0.0660376652137065,"r",NA,NA,NA,-0.293438770162522,0.192450089729875,0.037037037037037
"Sakai et al","Big Cat Coalitions: A Comparative Analysis of Regional Brain Volumes in Felidae",2016,"Frontiers in Neuroanatomy","Michigan, USA","Mammalia","Carnivora","Multiple","Other","Mammalia","Posterior Cerebrum relative to brain volume","Sociality","Neuroanatomy","brain region relative","Broadsociality","Inter","Unknown","mean",27,2,"Inter_individual_level",NA,"no",14,13,2.281690141,0.177457163,2.653521127,0.186547637,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",1,3,"paper76","study78","es406","figure","8","6b","paper76_study78_es406_6b",-0.714587427155162,NA,NA,NA,0.177457163,0.186547637,"",18.742932775479,27,0.230983642798919,0.0533534432406586,-0.87386802394278,-0.416769781872964,-0.896496002957264,-1.34921562386101,-0.443776382053519,"r",NA,NA,NA,-0.896496002957264,0.204124145231932,0.0416666666666667
"Sakai et al","Big Cat Coalitions: A Comparative Analysis of Regional Brain Volumes in Felidae",2016,"Frontiers in Neuroanatomy","Michigan, USA","Mammalia","Carnivora","Multiple","Other","Mammalia","Posterior Cerebrum relative to brain volume","Sociality","Neuroanatomy","brain region relative","Broadsociality","Inter","Unknown","mean",28,2,"Inter_individual_level",NA,"no",14,14,2.290140845,0.177457163,2.83943662,0.193589632,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",1,3,"paper76","study78","es407","figure","8","6b","paper76_study78_es407_6b",-0.828412946439928,NA,NA,NA,0.177457163,0.193589632,"",14.3733452340436,28,0.263767371474089,0.0695732262543501,-0.935412944871641,-0.58239665211235,-1.18305644421355,-1.70003099259956,-0.666081895827533,"r",NA,NA,NA,-1.18305644421355,0.2,0.04
"Sobrero et al","Effects of Habitat and Social Complexity on Brain Size, Brain Asymmetry and Dentate Gyrus Morphology in Two Octodontid Rodents",2016,"Brain, Behavior and Evolution","Esperanza, Argentina","Mammalia","Rodentia","Octodon degus","Other","Mammalia","Brain Size","Group Size","Neuroanatomy","brain size absolute","Groupsize","Intra","Wild","mean",6,2,"Inter_individual_level",NA,"no",4,2,2.16,0.06,2.08,0.03,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper86","study88","es451","table","54","1",NA,0.335009667654806,NA,NA,NA,0.12,0.0424264068711929,"",6.64328843474222,6,0.387979202133106,0.150527861287842,-0.390139532969546,0.803668228621195,0.348460654886859,-0.411964608044614,1.10888591781833,"r",NA,NA,NA,0.348460654886859,0.577350269189626,0.333333333333333
"Sobrero et al","Effects of Habitat and Social Complexity on Brain Size, Brain Asymmetry and Dentate Gyrus Morphology in Two Octodontid Rodents",2016,"Brain, Behavior and Evolution","Esperanza, Argentina","Mammalia","Rodentia","Octodon lunatus","Other","Mammalia","Brain Size","Group Size","Neuroanatomy","brain size absolute","Groupsize","Intra","Wild","mean",5,2,"Inter_individual_level",NA,"no",3,2,2.39,0.1,2.43,0.05,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper86","study88","es452","table","54","1",NA,-0.131963780912527,NA,NA,NA,0.173205080756888,0.0707106781186548,"",5.95608149322923,5,0.409750681301052,0.167895620826677,-0.733302548019778,0.585215764086258,-0.132737910870922,-0.935834488861734,0.67035866711989,"r",NA,NA,NA,-0.132737910870922,0.707106781186547,0.5
"Sobrero et al","Effects of Habitat and Social Complexity on Brain Size, Brain Asymmetry and Dentate Gyrus Morphology in Two Octodontid Rodents",2016,"Brain, Behavior and Evolution","Esperanza, Argentina","Mammalia","Rodentia","Octodon degus","Other","Mammalia","DG volume","Group Size","Neuroanatomy","brain region absolute","Groupsize","Intra","Wild","mean",6,2,"Inter_individual_level",NA,"no",4,2,5.639,0.726,4.073,0.404,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper86","study88","es453","table","54","1",NA,0.496827061117005,NA,NA,NA,1.452,0.57134227919873,"",6.1552280759771,6,0.403067633048698,0.16246351681148,-0.240131429618849,0.870486052171497,0.545084464112323,-0.244913579996932,1.33508250822158,"r",NA,NA,NA,0.545084464112323,0.577350269189626,0.333333333333333
"Sobrero et al","Effects of Habitat and Social Complexity on Brain Size, Brain Asymmetry and Dentate Gyrus Morphology in Two Octodontid Rodents",2016,"Brain, Behavior and Evolution","Esperanza, Argentina","Mammalia","Rodentia","Octodon lunatus","Other","Mammalia","DG volume","Group Size","Neuroanatomy","brain region absolute","Groupsize","Intra","Wild","mean",5,2,"Inter_individual_level",NA,"no",3,2,5.661,0.022,5.937,1.439,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper86","study88","es454","table","54","1",NA,-0.114285840568421,NA,NA,NA,0.0381051177665153,2.03505331625488,"",5.96713221940918,5,0.409371090170396,0.167584689467299,-0.724541587561207,0.596415593243727,-0.114787348776194,-0.917139941822069,0.687565244269682,"r",NA,NA,NA,-0.114787348776194,0.707106781186547,0.5
"Sobrero et al","Effects of Habitat and Social Complexity on Brain Size, Brain Asymmetry and Dentate Gyrus Morphology in Two Octodontid Rodents",2016,"Brain, Behavior and Evolution","Esperanza, Argentina","Mammalia","Rodentia","Octodon degus","Other","Mammalia","Relative DG volume","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Wild","mean",6,2,"Inter_individual_level",NA,"no",4,2,0.0028,3e-04,0.0027,2e-04,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper86","study88","es455","table","54","1",NA,0.0872041440393893,NA,NA,NA,6e-04,0.000282842712474619,"",6.97709923664122,6,0.378584256655383,0.143326039387309,-0.574748668446971,0.680173970884909,0.087426207937494,-0.654585300220924,0.829437716095912,"r",NA,NA,NA,0.087426207937494,0.577350269189626,0.333333333333333
"Sobrero et al","Effects of Habitat and Social Complexity on Brain Size, Brain Asymmetry and Dentate Gyrus Morphology in Two Octodontid Rodents",2016,"Brain, Behavior and Evolution","Esperanza, Argentina","Mammalia","Rodentia","Octodon lunatus","Other","Mammalia","Relative DG volume","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Wild","mean",5,2,"Inter_individual_level",NA,"no",3,2,0.0026,2e-04,0.002,5e-04,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper86","study88","es456","table","54","1",NA,0.509320651476863,NA,NA,NA,0.000346410161513775,0.000707106781186548,"",5.25482980680773,5,0.436235166450596,0.190301120448179,-0.285071158932283,0.888933076255707,0.561812036213985,-0.293193178819019,1.41681725124699,"r",NA,NA,NA,0.561812036213985,0.707106781186547,0.5
"Sobrero et al","Effects of Habitat and Social Complexity on Brain Size, Brain Asymmetry and Dentate Gyrus Morphology in Two Octodontid Rodents",2016,"Brain, Behavior and Evolution","Esperanza, Argentina","Mammalia","Rodentia","Octodon degus","Other","Mammalia","DG cell number","Group Size","Neuroanatomy","brain region absolute","Groupsize","Intra","Wild","mean",6,2,"Inter_individual_level",NA,"no",4,2,15800000,6900000,9100000,3600000,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper86","study88","es457","table","54","1",NA,0.250253608539047,NA,NA,NA,13800000,5091168.82454314,"",6.80604602932281,6,0.383312126670167,0.146928186452406,-0.45864550877127,0.764502262289572,0.255683345960513,-0.49559461715047,1.00696130907149,"r",NA,NA,NA,0.255683345960513,0.577350269189626,0.333333333333333
"Sobrero et al","Effects of Habitat and Social Complexity on Brain Size, Brain Asymmetry and Dentate Gyrus Morphology in Two Octodontid Rodents",2016,"Brain, Behavior and Evolution","Esperanza, Argentina","Mammalia","Rodentia","Octodon lunatus","Other","Mammalia","DG cell number","Group Size","Neuroanatomy","brain region absolute","Groupsize","Intra","Wild","mean",5,2,"Inter_individual_level",NA,"no",3,2,13300000,3700000,12600000,5600000,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper86","study88","es458","table","54","1",NA,0.049290342786153,NA,NA,NA,6408587.98800485,7919595.94928933,"",5.99391876797825,5,0.408455335578068,0.166835761162192,-0.635880647933327,0.691010988251387,0.0493303186612647,-0.75122742836497,0.8498880656875,"r",NA,NA,NA,0.0493303186612647,0.707106781186547,0.5
"Stanbrook et al","Learning Performance Is Influenced by the Social Environment in Cichlid Fishes",2020,"Canadian Journal of Experimental Psychology","Manchester, UK","Actinopterygii","Cichliformes","Multiple","Other","Other","Associative Learning","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",99,6,"Inter_individual_level",NA,"yes",59,40,NA,NA,NA,NA,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper87","study89","es460","figure","218","1c","paper87_study89_es460_1c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,0.102062072615966,0.0104166666666667
"Stanbrook et al","Learning Performance Is Influenced by the Social Environment in Cichlid Fishes",2020,"Canadian Journal of Experimental Psychology","Manchester, UK","Actinopterygii","Cichliformes","Multiple","Other","Other","Associative Learning","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",99,6,"Inter_individual_level",NA,"yes",59,40,NA,NA,NA,NA,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper87","study89","es461","figure","218","1d","paper87_study89_es461_1d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,0.102062072615966,0.0104166666666667
"Stanbrook et al","Learning Performance Is Influenced by the Social Environment in Cichlid Fishes",2020,"Canadian Journal of Experimental Psychology","Manchester, UK","Actinopterygii","Cichliformes","Multiple","Other","Other","Associative Learning","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",99,6,"Inter_individual_level",NA,"no",59,40,NA,NA,NA,NA,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper87","study89","es462","figure","218","1e","paper87_study89_es462_1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,0.102062072615966,0.0104166666666667
"Stanbrook et al","Learning Performance Is Influenced by the Social Environment in Cichlid Fishes",2020,"Canadian Journal of Experimental Psychology","Manchester, UK","Actinopterygii","Cichliformes","Multiple","Other","Other","Associative Learning","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",31,2,"Inter_individual_level",NA,"yes",15,16,NA,NA,NA,NA,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper87","study89","es465","figure","222","3d","paper87_study89_es465_3d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,0.188982236504614,0.0357142857142857
"Templeton et al","Sociality and social learning in two species of corvids: The pinyon jay (Gymnorhinus cyanocephalus) and the Clark's nutcracker (Nucifraga columbiana)",1999,"Journal of Comparative Psychology","Nebraska, USA","Aves","Passeriformes","Multiple","Other","Aves","Independent Learning","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",12,2,"Inter_individual_level",NA,"yes",6,6,38.5130111524163,2.9138911438313,15.910780669145,13.8409829331986,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper89","study91","es472","figure","453","1","paper89_study91_es472_1",-0.748850251404862,NA,NA,NA,2.9138911438313,13.8409829331986,"",8.32433890987589,12,0.34659725856307,0.120129659643436,0.28306792055758,0.928809630503542,0.970332241310508,0.291014097386574,1.64965038523444,"r",NA,NA,NA,-0.970332241310508,0.333333333333333,0.111111111111111
"Templeton et al","Sociality and social learning in two species of corvids: The pinyon jay (Gymnorhinus cyanocephalus) and the Clark's nutcracker (Nucifraga columbiana)",1999,"Journal of Comparative Psychology","Nebraska, USA","Aves","Passeriformes","Multiple","Other","Aves","Social Learning","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",12,2,"Inter_individual_level",NA,"yes",6,6,19.4805194805195,10.8159287343673,28.1818181818182,13.3608531424537,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper89","study91","es473","figure","453","1","paper89_study91_es473_1",0.336989903178554,NA,NA,NA,10.8159287343673,13.3608531424537,"",12.2776086577532,12,0.285392862068834,0.0814490857198406,-0.721157515854948,0.205690082910123,-0.350692903081701,-0.910052634181423,0.208666828018021,"r",NA,NA,NA,0.350692903081701,0.333333333333333,0.111111111111111
"Bond et al","Cognitive representation in transitive inference: A comparison of four corvid species",2010,"Behavioural Processes","Nebraska, USA","Aves","Passeriformes","Multiple","Other","Aves","Transitive Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Wild Caught Captives","proportion",12,2,"Inter_individual_level",NA,"no",6,6,NA,NA,NA,NA,NA,NA,0.8836502,0.894296566666667,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper97","study99","es553","figure","289","3b","paper97_study99_es553_3b",0,NA,NA,NA,NA,NA,"",6.48311355616075,12,0.392742758083483,NA,-0.64679083918446,0.64679083918446,0,-0.769761661032553,0.769761661032553,"r",NA,0.154246874027021,NA,0,0.333333333333333,0.111111111111111
"Forss et al","Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis",2016,"Scientific Reports","Zurich, Switzerland","Mammalia","Primates","Multiple","Primates","Mammalia","Detour reaching","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",33,2,"Inter_individual_level",NA,"no",19,14,NA,NA,NA,NA,NA,NA,1,0.799465240641712,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper29","study30","es141","figure","3","1","paper29_study30_es141_1",NA,NA,NA,NA,NA,NA,"",NA,33,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,0.182574185835055,0.0333333333333333
"Forss et al","Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis",2016,"Scientific Reports","Zurich, Switzerland","Mammalia","Primates","Multiple","Primates","Mammalia","Innovation (Straight trap)","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",33,2,"Inter_individual_level",NA,"no",19,14,NA,NA,NA,NA,NA,NA,0.839142091152815,0.691689008042896,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper29","study30","es142","figure","3","1","paper29_study30_es142_1",0.202191494059463,NA,NA,NA,NA,NA,"",19.0585528504832,33,0.229063050261074,NA,-0.239212758373443,0.574337641536502,0.205016407053857,-0.243938921646735,0.65397173575445,"r",NA,0.0524698809949072,NA,0.205016407053857,0.182574185835055,0.0333333333333333
"Forss et al","Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis",2016,"Scientific Reports","Zurich, Switzerland","Mammalia","Primates","Multiple","Primates","Mammalia","Innovation (Re-use)","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",33,2,"Inter_individual_level",NA,"no",19,14,NA,NA,NA,NA,NA,NA,0.368,0.306666666666667,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper29","study30","es143","figure","3","1","paper29_study30_es143_1",0.102266832120734,NA,NA,NA,NA,NA,"",24.3753788446853,33,0.20254629940051,NA,-0.2861408235818,0.461809645942993,0.102625605556452,-0.294357846470413,0.499609057583318,"r",NA,0.0410250034008409,NA,0.102625605556452,0.182574185835055,0.0333333333333333
"Forss et al","Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis",2016,"Scientific Reports","Zurich, Switzerland","Mammalia","Primates","Multiple","Primates","Mammalia","Innovation (Rope Tool)","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",33,2,"Inter_individual_level",NA,"no",19,14,NA,NA,NA,NA,NA,NA,0.266666666666667,0.0800000000000002,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper29","study30","es144","figure","3","1","paper29_study30_es144_1",0.38593786610049,NA,NA,NA,NA,NA,"",10.9889896557158,33,0.301662355393178,NA,-0.182172877589106,0.760864733950582,0.407018115394161,-0.18422923666799,0.998265467456312,"r",NA,0.0910001766613601,NA,0.407018115394161,0.182574185835055,0.0333333333333333
